"Timestamp","Avg_Memory_Utilization","Avg_GPU_Usage","Avg_Disk_ActiveTime","Avg_Network_Usage","Avg_CPU_Utilization"
"01/25/2022 14:21:57 +05:30","40.1736497879028","0.127308802652962","0.117127228920284","0.000262997237808558","1.01147934352063"
"01/25/2022 14:22:04 +05:30","40.6566739082336","0.977937633704538","0.20886363987097","0.00676013594451967","4.1864369268564"
"01/25/2022 14:22:11 +05:30","40.2400612831116","0.5723227182378","0.270279919494054","0.0015336182622819","6.44491286154357"
"01/25/2022 14:22:20 +05:30","40.551769733429","0.636931076097405","0.307897632177755","0.00408069783715035","3.93991287927586"
"01/25/2022 14:22:27 +05:30","40.3353810310364","0.446015092106301","0.103317280159133","0.00274251486434416","2.03062557785213"
"01/25/2022 14:22:34 +05:30","40.4492020606995","1.15998127946199","0.164030843604113","0.0880462323559509","4.51542840141556"
"01/25/2022 14:22:41 +05:30","40.4834389686584","1.09821238797318","0.464710954426064","0.000791944399931657","4.69778318886744"
"01/25/2022 14:22:48 +05:30","40.3537631034851","1.39641582022869","0.137516085122861","0.00106173420324103","1.66665306383418"
"01/25/2022 14:22:56 +05:30","40.2993321418762","0.252071113047113","0.204155259851604","0.00218713839330275","1.69241839695309"
"01/25/2022 14:23:03 +05:30","40.3851747512817","0.430597060742234","0.7089099603134","0.00224122207419505","2.55928912758936"
"01/25/2022 14:23:11 +05:30","40.8822178840637","0.903870831924552","0.252341653481019","0.0827216415899523","3.80245955308257"
"01/25/2022 14:23:18 +05:30","41.17431640625","0.694992543439836","0.32631969409208","0.492337103805909","3.6898047437508"
"01/25/2022 14:23:27 +05:30","41.4509415626526","2.5197710151668","1.16809165831141","1.2483735535063","9.69428805802662"
"01/25/2022 14:23:34 +05:30","41.313898563385","1.11448618412526","0.603486361812152","0.0140777265177291","3.29245281425574"
"01/25/2022 14:23:44 +05:30","41.3966655731201","1.17653098730052","0.36834554530781","0.0108552873957083","2.99611808589746"
"01/25/2022 14:23:51 +05:30","41.4624333381653","1.44649653347207","0.289856825559907","0.100852549522646","5.30648403304075"
"01/25/2022 14:24:00 +05:30","41.9398546218872","2.6524913098216","1.6044547811693","2.15982460120575","11.6064740121197"
"01/25/2022 14:24:07 +05:30","43.7634944915771","1.84220890911958","2.21135675850105","3.69983560208032","25.5995187067922"
"01/25/2022 14:24:16 +05:30","43.7353134155273","0.19719917737351","0.709653546415991","0.0703715871851965","2.58529555426843"
"01/25/2022 14:24:23 +05:30","43.6198949813843","0.285215740573764","0.426428634297326","0.0466556935219145","2.2246133702561"
"01/25/2022 14:24:32 +05:30","43.5711741447449","0.907460119093098","0.324731445164954","0.0249604767528679","3.6028774098886"
"01/25/2022 14:24:39 +05:30","43.2867765426636","0.626298686160929","0.130099720295627","0.0295707436106488","2.78457206128549"
"01/25/2022 14:24:48 +05:30","43.5368895530701","0.705044431987429","0.0176013689887081","0.0250018076102594","2.81681391221717"
"01/25/2022 14:24:55 +05:30","44.3012237548828","1.27262847871186","0.245653786042211","0.358950896691174","14.0368723382735"
"01/25/2022 14:25:03 +05:30","44.1158652305603","0.31190519415301","0.185837706457716","0.00726134098272152","3.80070526656707"
"01/25/2022 14:25:10 +05:30","44.4308042526245","1.48577367941027","0.282128389150153","0.0206644157942731","4.37669747937366"
"01/25/2022 14:25:17 +05:30","44.4580674171448","2.04749171107395","0.155809023270296","0.013090159564835","3.83139961809063"
"01/25/2022 14:25:25 +05:30","44.2703008651733","1.88463612174007","0.134102822700379","0.00259363637259148","3.13126286227526"
"01/25/2022 14:25:32 +05:30","44.4859981536865","1.39930422204283","0.0890414324557243","0.0317079302931516","2.25006513357402"
"01/25/2022 14:25:39 +05:30","44.4358468055725","0.143171494316958","0.099801216731722","0.0108375936023721","1.39353592769442"
